date,opex_ratio,lag_1,lag_2,rolling_mean,rolling_std,trend
2025-03-31,23.3589988572536,20.796135219316113,23.198580204657812,22.451238093742507,1.4356035942160523,-2.402444985341699
2025-04-30,22.53543128886106,23.3589988572536,20.796135219316113,22.23018845514359,1.3084140771626716,2.562863637937486
2025-05-31,23.14375100622207,22.53543128886106,23.3589988572536,23.01272705077891,0.42713152845695107,-0.8235675683925407
2025-06-30,22.520320938622163,23.14375100622207,22.53543128886106,22.73316774456843,0.35565579108695267,0.6083197173610131
2025-07-31,23.792547373307176,22.520320938622163,23.14375100622207,23.152206439383804,0.636155363130967,-0.6234300675999087
2025-08-31,23.063340925325964,23.792547373307176,22.520320938622163,23.1254030790851,0.638379830880288,1.2722264346850132
2025-09-30,22.347632726203,23.063340925325964,23.792547373307176,23.067840341612044,0.7224678317504702,-0.7292064479812126
2025-10-31,23.05713255611632,22.347632726203,23.063340925325964,22.822702069215097,0.41143382999518735,-0.7157081991229646
2025-11-30,22.473169121519373,23.05713255611632,22.347632726203,22.625978134612897,0.37862969775719907,0.7094998299133195
2025-12-31,23.203653507940842,22.473169121519373,23.05713255611632,22.91131839519218,0.3864559313115639,-0.5839634345969458
2026-01-31,23.244212739870278,23.203653507940842,22.473169121519373,22.973678456443498,0.4339279416946001,0.7304843864214696
2026-02-28,21.19319848753224,23.244212739870278,23.203653507940842,22.547021578447783,1.1726205626483597,0.04055923192943567
2026-03-31,23.657854298593026,21.19319848753224,23.244212739870278,22.698421841998513,1.3198666011755371,-2.051014252338039
2026-04-30,22.5420210906268,23.657854298593026,21.19319848753224,22.46435795891735,1.2341619578763146,2.464655811060787
2026-05-31,23.62309866326149,22.5420210906268,23.657854298593026,23.274324684160437,0.634431559250909,-1.1158332079662259
2026-06-30,22.41096022983858,23.62309866326149,22.5420210906268,22.858693327908956,0.6652299413317136,1.0810775726346904
2026-07-31,23.093024058637987,22.41096022983858,23.62309866326149,23.042360983912687,0.6076552935675793,-1.2121384334229113
2026-08-31,23.184239744302584,23.093024058637987,22.41096022983858,22.89607467759305,0.4225897489207499,0.6820638287994072
2026-09-30,22.37944871656179,23.184239744302584,23.093024058637987,22.88557083983412,0.4406810389352803,0.09121568566459715
2026-10-31,23.128371361225295,22.37944871656179,23.184239744302584,22.897353274029886,0.4493875466026873,-0.8047910277407944
2026-11-30,22.472407059013932,23.128371361225295,22.37944871656179,22.660075712267005,0.4082106373954499,0.7489226446635051
2026-12-31,23.2548264508839,22.472407059013932,23.128371361225295,22.951868290374374,0.4200119363879906,-0.6559643022113626
2027-01-31,23.145731467488464,23.2548264508839,22.472407059013932,22.9576549924621,0.4237624293602413,0.7824193918699685
2027-02-28,21.003816668878923,23.145731467488464,23.2548264508839,22.468124862417095,1.2693007102723002,-0.10909498339543688
2027-03-31,23.211657148228706,21.003816668878923,23.145731467488464,22.453735094865365,1.2560987741242717,-2.141914798609541
2027-04-30,22.36634980021265,23.211657148228706,21.003816668878923,22.193941205773427,1.1139719198172047,2.207840479349784
2027-05-31,23.43412253278587,22.36634980021265,23.211657148228706,23.004043160409072,0.5633492061417031,-0.8453073480160569
2027-06-30,22.473648863244353,23.43412253278587,22.36634980021265,22.758040398747625,0.5879571083047967,1.0677727325732214
2027-07-31,22.940100636566033,22.473648863244353,23.43412253278587,22.949290677532087,0.4803027796196308,-0.9604736695415177
2027-08-31,23.187049982740014,22.940100636566033,22.473648863244353,22.866933160850134,0.3622849692595329,0.46645177332167975
2027-09-30,22.430104808044902,23.187049982740014,22.940100636566033,22.85241847578365,0.3860150519903875,0.2469493461739809
2027-10-31,23.376156748532956,22.430104808044902,23.187049982740014,22.99777051310596,0.5006232183429011,-0.7569451746951117
2027-11-30,22.21118804948701,23.376156748532956,22.430104808044902,22.672483202021624,0.6191514207681658,0.9460519404880543
2027-12-31,23.46714784229618,22.21118804948701,23.376156748532956,23.018164213438713,0.700341160917808,-1.1649686990459465
2028-01-31,23.19110136314407,23.46714784229618,22.21118804948701,22.956479084975754,0.6600336812223826,1.2559597928091684
2028-02-29,21.560744808881857,23.19110136314407,23.46714784229618,22.739664671440703,1.0302618339115939,-0.27604647915210734
2028-03-31,23.307103309216185,21.560744808881857,23.19110136314407,22.68631649374737,0.9764977348675005,-1.6303565542622138
2028-04-30,22.257405880421118,23.307103309216185,21.560744808881857,22.375084666173052,0.8791064926301665,1.7463585003343276
2028-05-31,23.083149516605143,22.257405880421118,23.307103309216185,22.882552902080818,0.5528520817756745,-1.0496974287950671
2028-06-30,22.702085651680164,23.083149516605143,22.257405880421118,22.68088034956881,0.4132800343626773,0.8257436361840256
2028-07-31,23.06438042995833,22.702085651680164,23.083149516605143,22.949871866081214,0.2147942636309899,-0.3810638649249789
2028-08-31,22.8709769081286,23.06438042995833,22.702085651680164,22.879147663255697,0.1812855414019677,0.3622947782781658
2028-09-30,22.913048875090197,22.8709769081286,23.06438042995833,22.94946873772571,0.10171546273707281,-0.19340352182972964
2028-10-31,23.2722260477744,22.913048875090197,22.8709769081286,23.018750610331068,0.2205217917606135,0.042071966961596985
2028-11-30,22.560563644231117,23.2722260477744,22.913048875090197,22.91527952236524,0.35583644556830857,0.3591771726842019
2028-12-31,22.080212386132317,22.560563644231117,23.2722260477744,22.63766735937928,0.5997356747372637,-0.7116624035432828
